IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.218.174.118,8880,8880,false,HKG,Asia Pacific,Hong Kong,53,10.60
47.236.115.54,443,443,true,SIN,Asia Pacific,Singapore,80,10.60
8.219.112.75,2052,2052,false,SIN,Asia Pacific,Singapore,7,10.60
8.219.185.191,2083,2083,true,SIN,Asia Pacific,Singapore,42,10.60
8.209.222.232,2082,2082,false,HKG,Asia Pacific,Hong Kong,158,10.60
47.74.22.171,80,80,false,NRT,Asia Pacific,Tokyo,89,10.60
47.91.23.146,8443,8443,true,NRT,Asia Pacific,Tokyo,121,10.60
47.242.79.71,2087,2087,true,HKG,Asia Pacific,Hong Kong,110,10.60
8.222.221.109,2095,2095,false,SIN,Asia Pacific,Singapore,8,10.59
8.222.209.223,2052,2052,false,SIN,Asia Pacific,Singapore,13,10.59
8.219.83.201,8443,8443,true,SIN,Asia Pacific,Singapore,52,10.58
47.74.11.101,80,80,false,NRT,Asia Pacific,Tokyo,73,10.58
8.222.244.123,2053,2053,true,SIN,Asia Pacific,Singapore,58,10.58
8.218.174.118,2083,2083,true,HKG,Asia Pacific,Hong Kong,66,10.58
47.245.39.49,8080,8080,false,HKG,Asia Pacific,Hong Kong,164,10.58
8.219.104.242,443,443,true,SIN,Asia Pacific,Singapore,70,10.57
8.218.18.132,2053,2053,true,HKG,Asia Pacific,Hong Kong,86,10.57
47.74.3.1,2053,2053,true,NRT,Asia Pacific,Tokyo,154,10.57
8.219.129.38,2087,2087,true,SIN,Asia Pacific,Singapore,60,10.57
8.222.202.163,2095,2095,false,SIN,Asia Pacific,Singapore,9,10.57
47.91.3.87,2086,2086,false,NRT,Asia Pacific,Tokyo,79,10.56
47.74.6.16,8080,8080,false,NRT,Asia Pacific,Tokyo,91,10.56
8.222.237.131,2096,2096,true,SIN,Asia Pacific,Singapore,58,10.56
8.219.77.222,2087,2087,true,SIN,Asia Pacific,Singapore,27,10.56
47.91.10.241,2087,2087,true,NRT,Asia Pacific,Tokyo,144,10.56
47.91.17.183,2086,2086,false,NRT,Asia Pacific,Tokyo,76,10.56
8.209.243.99,2087,2087,true,NRT,Asia Pacific,Tokyo,79,10.55
8.219.53.222,8443,8443,true,SIN,Asia Pacific,Singapore,46,10.55
47.245.59.133,2096,2096,true,NRT,Asia Pacific,Tokyo,98,10.55
8.222.147.203,2053,2053,true,SIN,Asia Pacific,Singapore,77,10.55
8.219.98.13,2052,2052,false,SIN,Asia Pacific,Singapore,15,10.55
8.219.159.232,2053,2053,true,SIN,Asia Pacific,Singapore,61,10.55
47.245.34.140,2083,2083,true,NRT,Asia Pacific,Tokyo,84,10.54
47.91.2.165,2053,2053,true,NRT,Asia Pacific,Tokyo,120,10.53
8.219.42.72,2053,2053,true,SIN,Asia Pacific,Singapore,5,10.53
8.209.222.232,8880,8880,false,HKG,Asia Pacific,Hong Kong,165,10.53
47.74.10.140,2053,2053,true,HKG,Asia Pacific,Hong Kong,226,10.52
47.74.21.61,2053,2053,true,NRT,Asia Pacific,Tokyo,129,10.52
8.219.70.117,2082,2082,false,SIN,Asia Pacific,Singapore,4,10.52
47.254.66.75,443,443,true,SJC,North America,San Jose,183,10.52
8.219.77.91,8080,8080,false,SIN,Asia Pacific,Singapore,18,10.52
8.219.65.191,2052,2052,false,SIN,Asia Pacific,Singapore,14,10.52
47.245.37.29,2083,2083,true,NRT,Asia Pacific,Tokyo,163,10.52
8.222.238.141,2096,2096,true,SIN,Asia Pacific,Singapore,41,10.52
47.74.22.88,2087,2087,true,NRT,Asia Pacific,Tokyo,162,10.51
8.219.124.227,8880,8880,false,SIN,Asia Pacific,Singapore,10,10.51
8.219.72.50,2082,2082,false,SIN,Asia Pacific,Singapore,6,10.51
47.243.70.197,2087,2087,true,HKG,Asia Pacific,Hong Kong,73,10.51
8.219.102.252,2052,2052,false,SIN,Asia Pacific,Singapore,10,10.51
8.222.236.229,2087,2087,true,SIN,Asia Pacific,Singapore,71,10.51
8.219.66.156,8443,8443,true,SIN,Asia Pacific,Singapore,120,10.50
8.219.93.5,2082,2082,false,SIN,Asia Pacific,Singapore,33,10.50
47.245.37.12,8443,8443,true,NRT,Asia Pacific,Tokyo,96,10.50
47.74.26.132,2096,2096,true,NRT,Asia Pacific,Tokyo,173,10.49
8.219.194.170,8080,8080,false,SIN,Asia Pacific,Singapore,4,10.49
8.222.219.34,443,443,true,SIN,Asia Pacific,Singapore,40,10.49
47.74.14.85,80,80,false,NRT,Asia Pacific,Tokyo,84,10.48
8.222.198.105,8443,8443,true,SIN,Asia Pacific,Singapore,149,10.48
8.222.155.242,8443,8443,true,SIN,Asia Pacific,Singapore,99,10.48
47.251.74.226,443,443,true,LAX,North America,Los Angeles,182,10.48
8.219.142.191,2095,2095,false,SIN,Asia Pacific,Singapore,10,10.48
47.74.10.135,2083,2083,true,NRT,Asia Pacific,Tokyo,109,10.48
8.218.174.118,80,80,false,HKG,Asia Pacific,Hong Kong,34,10.48
8.219.93.85,8443,8443,true,SIN,Asia Pacific,Singapore,94,10.47
8.219.200.145,2052,2052,false,SIN,Asia Pacific,Singapore,54,10.47
8.219.111.175,443,443,true,SIN,Asia Pacific,Singapore,58,10.47
8.219.134.63,80,80,false,SIN,Asia Pacific,Singapore,27,10.47
47.74.42.111,2087,2087,true,NRT,Asia Pacific,Tokyo,156,10.47
47.236.145.85,2086,2086,false,SIN,Asia Pacific,Singapore,22,10.47
47.74.22.88,2053,2053,true,NRT,Asia Pacific,Tokyo,155,10.47
47.74.0.183,2095,2095,false,NRT,Asia Pacific,Tokyo,78,10.47
47.236.116.208,2096,2096,true,SIN,Asia Pacific,Singapore,86,10.47
8.219.101.138,8443,8443,true,SIN,Asia Pacific,Singapore,66,10.46
8.219.100.155,80,80,false,SIN,Asia Pacific,Singapore,15,10.46
8.219.72.50,2083,2083,true,SIN,Asia Pacific,Singapore,107,10.46
8.219.121.24,8080,8080,false,SIN,Asia Pacific,Singapore,9,10.46
8.222.229.102,2095,2095,false,SIN,Asia Pacific,Singapore,10,10.46
8.219.77.91,2083,2083,true,SIN,Asia Pacific,Singapore,65,10.46
47.91.31.231,2083,2083,true,NRT,Asia Pacific,Tokyo,113,10.46
8.219.173.239,2087,2087,true,SIN,Asia Pacific,Singapore,88,10.45
47.91.15.247,2083,2083,true,NRT,Asia Pacific,Tokyo,136,10.45
47.236.65.177,2086,2086,false,SIN,Asia Pacific,Singapore,9,10.45
8.219.98.13,2053,2053,true,SIN,Asia Pacific,Singapore,52,10.45
47.74.11.219,2052,2052,false,NRT,Asia Pacific,Tokyo,76,10.44
8.222.197.251,2095,2095,false,SIN,Asia Pacific,Singapore,60,10.44
8.222.221.197,2083,2083,true,SIN,Asia Pacific,Singapore,168,10.44
47.74.27.211,2082,2082,false,NRT,Asia Pacific,Tokyo,73,10.44
47.236.99.131,2083,2083,true,SIN,Asia Pacific,Singapore,64,10.44
47.74.3.2,2052,2052,false,NRT,Asia Pacific,Tokyo,78,10.43
8.219.251.81,2053,2053,true,SIN,Asia Pacific,Singapore,84,10.43
47.245.37.41,2052,2052,false,NRT,Asia Pacific,Tokyo,86,10.43
8.219.121.24,2053,2053,true,SIN,Asia Pacific,Singapore,68,10.43
47.243.107.148,2082,2082,false,HKG,Asia Pacific,Hong Kong,70,10.43
47.74.27.94,8443,8443,true,NRT,Asia Pacific,Tokyo,121,10.43
47.91.16.198,2083,0,true,NRT,Asia Pacific,Tokyo,91,10.43
47.74.43.95,2082,2082,false,NRT,Asia Pacific,Tokyo,79,10.43
47.74.13.239,2096,2096,true,NRT,Asia Pacific,Tokyo,154,10.43
8.219.111.147,443,443,true,SIN,Asia Pacific,Singapore,106,10.43
8.219.122.55,2052,2052,false,SIN,Asia Pacific,Singapore,6,10.42
47.74.8.238,8080,8080,false,NRT,Asia Pacific,Tokyo,76,10.42
8.219.140.63,2087,2087,true,SIN,Asia Pacific,Singapore,78,10.42
47.236.123.133,2053,2053,true,SIN,Asia Pacific,Singapore,89,10.42
47.245.42.210,8443,8443,true,NRT,Asia Pacific,Tokyo,193,10.41
8.219.142.229,443,443,true,SIN,Asia Pacific,Singapore,46,10.41
8.219.103.57,80,80,false,SIN,Asia Pacific,Singapore,15,10.41
47.74.4.47,8080,8080,false,NRT,Asia Pacific,Tokyo,94,10.41
47.91.17.183,8080,8080,false,NRT,Asia Pacific,Tokyo,84,10.41
47.245.40.55,2087,2087,true,HKG,Asia Pacific,Hong Kong,229,10.40
47.236.82.218,2096,2096,true,SIN,Asia Pacific,Singapore,92,10.40
47.236.144.196,2053,2053,true,SIN,Asia Pacific,Singapore,111,10.40
47.91.14.69,2052,2052,false,NRT,Asia Pacific,Tokyo,84,10.40
8.219.247.203,2053,2053,true,SIN,Asia Pacific,Singapore,82,10.39
8.219.82.177,8443,8443,true,SIN,Asia Pacific,Singapore,145,10.39
47.74.13.66,2087,2087,true,NRT,Asia Pacific,Tokyo,107,10.39
8.219.106.15,443,443,true,SIN,Asia Pacific,Singapore,114,10.39
47.74.34.135,2052,2052,false,NRT,Asia Pacific,Tokyo,72,10.38
8.222.187.107,2052,2052,false,SIN,Asia Pacific,Singapore,11,10.38
47.91.2.5,2087,2087,true,NRT,Asia Pacific,Tokyo,134,10.38
8.219.156.148,2082,2082,false,SIN,Asia Pacific,Singapore,25,10.38
47.74.26.132,8443,8443,true,NRT,Asia Pacific,Tokyo,163,10.37
47.91.21.149,8443,8443,true,NRT,Asia Pacific,Tokyo,102,10.37
47.74.41.136,2096,2096,true,NRT,Asia Pacific,Tokyo,83,10.37
47.91.2.165,8880,8880,false,NRT,Asia Pacific,Tokyo,77,10.37
8.219.170.58,2082,2082,false,SIN,Asia Pacific,Singapore,22,10.37
8.219.200.145,2096,2096,true,SIN,Asia Pacific,Singapore,79,10.36
8.222.210.182,8880,8880,false,SIN,Asia Pacific,Singapore,39,10.36
8.209.246.24,2082,2082,false,NRT,Asia Pacific,Tokyo,92,10.36
47.74.27.151,2083,2083,true,NRT,Asia Pacific,Tokyo,139,10.35
47.236.114.23,8443,8443,true,SIN,Asia Pacific,Singapore,61,10.35
8.219.208.69,8443,8443,true,SIN,Asia Pacific,Singapore,78,10.34
8.222.167.147,2096,2096,true,SIN,Asia Pacific,Singapore,149,10.34
47.236.87.206,8080,8080,false,SIN,Asia Pacific,Singapore,42,10.33
8.222.219.34,2053,2053,true,SIN,Asia Pacific,Singapore,42,10.33
8.222.159.252,2087,2087,true,SIN,Asia Pacific,Singapore,102,10.33
8.219.67.133,8080,8080,false,SIN,Asia Pacific,Singapore,15,10.33
8.219.199.220,8443,8443,true,SIN,Asia Pacific,Singapore,41,10.32
47.74.13.94,2052,2052,false,NRT,Asia Pacific,Tokyo,76,10.32
47.236.116.208,2082,2082,false,SIN,Asia Pacific,Singapore,16,10.32
47.74.23.99,2087,2087,true,NRT,Asia Pacific,Tokyo,161,10.32
8.219.194.170,2083,2083,true,SIN,Asia Pacific,Singapore,99,10.31
8.222.198.105,2095,2095,false,SIN,Asia Pacific,Singapore,21,10.31
47.236.97.90,2083,2083,true,SIN,Asia Pacific,Singapore,89,10.31
8.219.199.220,2083,2083,true,SIN,Asia Pacific,Singapore,14,10.31
47.245.41.69,2086,2086,false,NRT,Asia Pacific,Tokyo,81,10.31
47.245.37.12,2086,2086,false,NRT,Asia Pacific,Tokyo,84,10.31
47.236.116.208,2053,2053,true,SIN,Asia Pacific,Singapore,62,10.30
8.219.185.191,2086,2086,false,SIN,Asia Pacific,Singapore,25,10.30
47.74.27.211,2087,2087,true,NRT,Asia Pacific,Tokyo,87,10.30
47.74.13.239,2052,2052,false,NRT,Asia Pacific,Tokyo,79,10.30
8.222.168.234,2087,2087,true,SIN,Asia Pacific,Singapore,88,10.30
47.236.104.98,8443,8443,true,SIN,Asia Pacific,Singapore,109,10.29
8.219.110.88,2095,2095,false,SIN,Asia Pacific,Singapore,5,10.29
47.74.4.47,80,80,false,NRT,Asia Pacific,Tokyo,80,10.29
8.219.100.155,2087,2087,true,SIN,Asia Pacific,Singapore,56,10.29
47.236.116.208,80,80,false,SIN,Asia Pacific,Singapore,24,10.29
8.222.168.234,2083,2083,true,SIN,Asia Pacific,Singapore,137,10.29
47.245.37.12,8880,8880,false,NRT,Asia Pacific,Tokyo,76,10.29
47.236.94.113,8443,8443,true,SIN,Asia Pacific,Singapore,79,10.28
47.74.12.139,2096,2096,true,NRT,Asia Pacific,Tokyo,163,10.28
47.91.17.183,2083,2083,true,NRT,Asia Pacific,Tokyo,121,10.28
8.222.202.163,2083,2083,true,SIN,Asia Pacific,Singapore,113,10.28
8.209.242.25,2083,2083,true,NRT,Asia Pacific,Tokyo,107,10.27
47.242.174.27,2086,2086,false,HKG,Asia Pacific,Hong Kong,47,10.27
47.91.2.5,2053,2053,true,NRT,Asia Pacific,Tokyo,125,10.27
47.74.4.47,2096,2096,true,NRT,Asia Pacific,Tokyo,145,10.27
8.219.237.250,8080,0,false,SIN,Asia Pacific,Singapore,13,10.26
8.219.97.179,2087,2087,true,SIN,Asia Pacific,Singapore,88,10.26
47.74.41.87,2087,2087,true,NRT,Asia Pacific,Tokyo,177,10.26
8.209.222.232,8080,8080,false,HKG,Asia Pacific,Hong Kong,167,10.26
47.74.16.255,2083,2083,true,NRT,Asia Pacific,Tokyo,165,10.26
8.218.48.92,8880,8880,false,HKG,Asia Pacific,Hong Kong,62,10.26
8.219.92.89,2053,2053,true,SIN,Asia Pacific,Singapore,50,10.26
8.219.83.201,2095,2095,false,SIN,Asia Pacific,Singapore,10,10.26
8.222.153.11,2086,2086,false,SIN,Asia Pacific,Singapore,16,10.26
47.91.22.115,8880,8880,false,NRT,Asia Pacific,Tokyo,82,10.26
47.74.4.47,8443,8443,true,NRT,Asia Pacific,Tokyo,103,10.25
47.74.50.249,8443,8443,true,NRT,Asia Pacific,Tokyo,222,10.25
47.245.39.49,2083,2083,true,HKG,Asia Pacific,Hong Kong,384,10.25
47.74.22.88,8443,8443,true,NRT,Asia Pacific,Tokyo,166,10.25
8.222.174.108,2095,2095,false,SIN,Asia Pacific,Singapore,9,10.25
8.219.87.34,8080,8080,false,SIN,Asia Pacific,Singapore,20,10.25
47.74.43.95,2083,2083,true,NRT,Asia Pacific,Tokyo,169,10.25
47.242.54.157,8443,8443,true,HKG,Asia Pacific,Hong Kong,96,10.24
8.222.193.208,2095,2095,false,SIN,Asia Pacific,Singapore,5,10.24
8.222.180.86,2083,2083,true,SIN,Asia Pacific,Singapore,144,10.24
8.219.222.8,443,443,true,SIN,Asia Pacific,Singapore,78,10.24
8.219.228.186,8443,8443,true,SIN,Asia Pacific,Singapore,121,10.24
8.219.174.213,8080,8080,false,SIN,Asia Pacific,Singapore,12,10.23
8.219.134.63,2095,2095,false,SIN,Asia Pacific,Singapore,21,10.23
8.222.226.15,2083,2083,true,SIN,Asia Pacific,Singapore,121,10.23
47.91.1.199,2083,2083,true,NRT,Asia Pacific,Tokyo,113,10.23
8.219.210.64,8443,8443,true,SIN,Asia Pacific,Singapore,84,10.23
47.236.144.156,8880,8880,false,SIN,Asia Pacific,Singapore,17,10.22
8.219.101.138,2083,2083,true,SIN,Asia Pacific,Singapore,41,10.22
8.219.238.145,2052,2052,false,SIN,Asia Pacific,Singapore,4,10.22
8.222.252.150,2053,2053,true,SIN,Asia Pacific,Singapore,84,10.22
8.222.219.34,2083,2083,true,SIN,Asia Pacific,Singapore,91,10.21
47.74.59.99,2053,2053,true,NRT,Asia Pacific,Tokyo,127,10.21
8.218.136.25,8080,8080,false,HKG,Asia Pacific,Hong Kong,43,10.21
8.219.137.50,2087,2087,true,SIN,Asia Pacific,Singapore,70,10.21
47.74.52.104,2087,2087,true,NRT,Asia Pacific,Tokyo,187,10.20
47.74.15.80,2053,2053,true,NRT,Asia Pacific,Tokyo,149,10.20
47.74.11.251,8443,8443,true,NRT,Asia Pacific,Tokyo,114,10.20
8.219.206.53,2096,2096,true,SIN,Asia Pacific,Singapore,44,10.20
47.236.117.48,2095,2095,false,SIN,Asia Pacific,Singapore,13,10.19
8.222.237.131,2096,2096,true,SIN,Asia Pacific,Singapore,171,10.19
47.74.5.99,2053,2053,true,NRT,Asia Pacific,Tokyo,153,10.19
47.91.16.214,8443,8443,true,NRT,Asia Pacific,Tokyo,79,10.19
8.219.222.98,2082,2082,false,SIN,Asia Pacific,Singapore,8,10.19
47.236.94.113,2053,2053,true,SIN,Asia Pacific,Singapore,48,10.19
8.219.151.193,8443,8443,true,SIN,Asia Pacific,Singapore,54,10.19
47.236.116.208,8443,8443,true,SIN,Asia Pacific,Singapore,97,10.19
47.91.19.165,2095,2095,false,NRT,Asia Pacific,Tokyo,99,10.19
8.219.121.24,2052,2052,false,SIN,Asia Pacific,Singapore,9,10.18
8.222.229.102,8443,8443,true,SIN,Asia Pacific,Singapore,90,10.18
47.74.22.88,2053,2053,true,NRT,Asia Pacific,Tokyo,79,10.18
47.236.97.90,2096,2096,true,SIN,Asia Pacific,Singapore,41,10.18
47.245.33.163,8080,8080,false,NRT,Asia Pacific,Tokyo,81,10.17
47.74.6.16,2053,2053,true,NRT,Asia Pacific,Tokyo,167,10.17
47.74.5.150,2096,2096,true,NRT,Asia Pacific,Tokyo,142,10.17
47.74.10.135,2095,2095,false,NRT,Asia Pacific,Tokyo,74,10.17
8.219.111.147,2053,2053,true,SIN,Asia Pacific,Singapore,104,10.16
47.74.6.16,8880,8880,false,NRT,Asia Pacific,Tokyo,76,10.16
47.74.5.233,2083,2083,true,NRT,Asia Pacific,Tokyo,137,10.16
8.219.170.223,443,443,true,SIN,Asia Pacific,Singapore,180,10.15
8.222.221.86,2095,2095,false,SIN,Asia Pacific,Singapore,4,10.15
8.219.101.72,2083,2083,true,SIN,Asia Pacific,Singapore,40,10.15
47.74.27.94,8443,8443,true,NRT,Asia Pacific,Tokyo,127,10.15
8.219.193.22,443,443,true,SIN,Asia Pacific,Singapore,79,10.14
8.222.221.86,443,443,true,SIN,Asia Pacific,Singapore,125,10.14
47.245.56.50,8443,8443,true,NRT,Asia Pacific,Tokyo,123,10.14
8.219.126.240,2095,2095,false,SIN,Asia Pacific,Singapore,29,10.14
47.74.12.139,2053,2053,true,NRT,Asia Pacific,Tokyo,145,10.14
8.219.199.220,8880,8880,false,SIN,Asia Pacific,Singapore,15,10.14
47.236.130.95,443,443,true,SIN,Asia Pacific,Singapore,36,10.14
8.222.144.117,2082,2082,false,SIN,Asia Pacific,Singapore,8,10.14
8.219.199.220,2096,2096,true,SIN,Asia Pacific,Singapore,161,10.14
47.91.21.107,2087,2087,true,NRT,Asia Pacific,Tokyo,167,10.13
8.219.66.156,2086,2086,false,SIN,Asia Pacific,Singapore,26,10.12
8.219.200.145,2087,2087,true,SIN,Asia Pacific,Singapore,64,10.12
47.74.11.219,2053,2053,true,NRT,Asia Pacific,Tokyo,167,10.11
8.222.208.83,2052,2052,false,SIN,Asia Pacific,Singapore,16,10.11
8.219.175.127,8443,8443,true,SIN,Asia Pacific,Singapore,91,10.11
47.74.13.200,2053,2053,true,NRT,Asia Pacific,Tokyo,231,10.11
8.222.167.147,2053,2053,true,SIN,Asia Pacific,Singapore,68,10.11
47.91.2.5,8443,8443,true,NRT,Asia Pacific,Tokyo,138,10.11
8.219.213.112,2087,2087,true,SIN,Asia Pacific,Singapore,59,10.10
8.219.111.175,80,80,false,SIN,Asia Pacific,Singapore,26,10.10
8.222.211.124,2083,2083,true,SIN,Asia Pacific,Singapore,131,10.10
8.219.73.188,2082,2082,false,SIN,Asia Pacific,Singapore,7,10.10
47.74.27.94,2082,2082,false,NRT,Asia Pacific,Tokyo,80,10.10
8.219.174.142,2083,2083,true,SIN,Asia Pacific,Singapore,72,10.09
8.219.106.15,8080,8080,false,SIN,Asia Pacific,Singapore,13,10.09
47.236.99.131,2086,2086,false,SIN,Asia Pacific,Singapore,30,10.09
8.219.228.193,443,443,true,SIN,Asia Pacific,Singapore,71,10.09
8.222.226.15,2053,2053,true,SIN,Asia Pacific,Singapore,147,10.09
8.222.253.235,8443,8443,true,SIN,Asia Pacific,Singapore,65,10.09
8.218.85.128,2087,2087,true,HKG,Asia Pacific,Hong Kong,75,10.09
8.219.198.139,2086,2086,false,SIN,Asia Pacific,Singapore,23,10.08
47.74.34.162,2083,2083,true,NRT,Asia Pacific,Tokyo,99,10.07
8.219.124.227,2083,2083,true,SIN,Asia Pacific,Singapore,55,10.07
8.222.224.17,2053,2053,true,SIN,Asia Pacific,Singapore,156,10.07
8.219.222.8,2052,2052,false,SIN,Asia Pacific,Singapore,23,10.07
8.218.156.91,8443,8443,true,HKG,Asia Pacific,Hong Kong,93,10.06
47.245.41.84,2083,2083,true,NRT,Asia Pacific,Tokyo,229,10.06
47.74.22.171,2083,2083,true,NRT,Asia Pacific,Tokyo,283,10.06
8.219.72.51,443,443,true,SIN,Asia Pacific,Singapore,119,10.06
8.222.208.83,2082,2082,false,SIN,Asia Pacific,Singapore,13,10.05
8.218.22.210,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,10.05
8.219.93.5,2083,2083,true,SIN,Asia Pacific,Singapore,86,10.05
47.74.45.143,80,80,false,NRT,Asia Pacific,Tokyo,83,10.05
47.91.17.183,8080,8080,false,NRT,Asia Pacific,Tokyo,78,10.05
8.219.142.229,2083,2083,true,SIN,Asia Pacific,Singapore,76,10.05
8.219.210.226,8080,8080,false,SIN,Asia Pacific,Singapore,11,10.05
8.219.170.180,8880,8880,false,SIN,Asia Pacific,Singapore,11,10.05
8.222.249.98,443,443,true,SIN,Asia Pacific,Singapore,162,10.05
8.219.215.12,2083,2083,true,SIN,Asia Pacific,Singapore,98,10.04
47.236.116.26,2053,2053,true,SIN,Asia Pacific,Singapore,90,10.04
47.74.15.120,2086,2086,false,NRT,Asia Pacific,Tokyo,76,10.04
47.74.36.154,8080,8080,false,NRT,Asia Pacific,Tokyo,72,10.04
8.219.100.168,8443,8443,true,SIN,Asia Pacific,Singapore,49,10.04
47.236.83.196,8443,8443,true,SIN,Asia Pacific,Singapore,63,10.04
8.219.66.156,8880,8880,false,SIN,Asia Pacific,Singapore,15,10.04
8.209.241.128,8443,8443,true,NRT,Asia Pacific,Tokyo,83,10.04
47.245.40.161,2082,2082,false,NRT,Asia Pacific,Tokyo,77,10.04
8.219.104.242,8443,8443,true,SIN,Asia Pacific,Singapore,97,10.04
8.222.168.24,8080,8080,false,SIN,Asia Pacific,Singapore,5,10.03
47.74.13.239,80,80,false,NRT,Asia Pacific,Tokyo,89,10.03
47.74.18.121,8443,8443,true,NRT,Asia Pacific,Tokyo,206,10.03
47.74.49.62,2087,2087,true,NRT,Asia Pacific,Tokyo,257,10.03
8.222.129.245,80,80,false,SIN,Asia Pacific,Singapore,12,10.03
8.222.224.162,2053,2053,true,SIN,Asia Pacific,Singapore,108,10.02
8.209.240.227,2096,2096,true,NRT,Asia Pacific,Tokyo,90,10.02
47.74.11.9,2096,2096,true,NRT,Asia Pacific,Tokyo,173,10.02
47.236.104.98,2052,2052,false,SIN,Asia Pacific,Singapore,29,10.02
8.209.200.73,2053,2053,true,NRT,Asia Pacific,Tokyo,131,10.02
8.219.206.53,2053,2053,true,SIN,Asia Pacific,Singapore,61,10.02
8.222.198.105,2096,2096,true,SIN,Asia Pacific,Singapore,81,10.01
47.236.117.48,8080,8080,false,SIN,Asia Pacific,Singapore,14,10.01
47.74.23.99,2052,2052,false,NRT,Asia Pacific,Tokyo,95,10.01
8.219.175.127,8880,8880,false,SIN,Asia Pacific,Singapore,4,10.01
8.222.129.32,2082,2082,false,SIN,Asia Pacific,Singapore,6,10.01
8.222.168.234,2082,2082,false,SIN,Asia Pacific,Singapore,24,10.00
8.222.215.228,2087,2087,true,SIN,Asia Pacific,Singapore,57,10.00
8.219.122.55,2082,2082,false,SIN,Asia Pacific,Singapore,9,10.00
8.209.222.31,2053,2053,true,NRT,Asia Pacific,Tokyo,104,10.00
47.74.34.135,2083,2083,true,NRT,Asia Pacific,Tokyo,193,9.99
47.74.15.80,2087,2087,true,NRT,Asia Pacific,Tokyo,187,9.99
47.74.5.150,8080,8080,false,NRT,Asia Pacific,Tokyo,81,9.99
8.209.255.195,2096,2096,true,HKG,Asia Pacific,Hong Kong,204,9.99
47.74.27.151,2082,2082,false,NRT,Asia Pacific,Tokyo,75,9.99
47.74.9.174,8443,8443,true,NRT,Asia Pacific,Tokyo,132,9.98
8.219.170.223,2087,2087,true,SIN,Asia Pacific,Singapore,49,9.97
8.219.103.57,2087,2087,true,SIN,Asia Pacific,Singapore,83,9.97
8.219.222.98,2052,2052,false,SIN,Asia Pacific,Singapore,62,9.97
8.219.159.232,2095,2095,false,SIN,Asia Pacific,Singapore,8,9.97
47.74.11.251,2087,2087,true,NRT,Asia Pacific,Tokyo,169,9.97
47.74.13.66,2096,2096,true,NRT,Asia Pacific,Tokyo,151,9.97
8.219.206.180,2096,2096,true,SIN,Asia Pacific,Singapore,128,9.97
8.218.143.10,2096,2096,true,HKG,Asia Pacific,Hong Kong,54,9.96
8.222.224.162,8080,8080,false,SIN,Asia Pacific,Singapore,12,9.96
47.245.34.140,2096,2096,true,NRT,Asia Pacific,Tokyo,85,9.95
47.74.50.249,2053,2053,true,NRT,Asia Pacific,Tokyo,126,9.94
47.74.13.200,2083,2083,true,NRT,Asia Pacific,Tokyo,111,9.94
8.219.103.57,2096,2096,true,SIN,Asia Pacific,Singapore,56,9.94
47.74.26.131,2086,2086,false,NRT,Asia Pacific,Tokyo,73,9.93
47.74.11.101,2087,2087,true,NRT,Asia Pacific,Tokyo,116,9.93
8.222.224.163,8080,8080,false,SIN,Asia Pacific,Singapore,13,9.93
8.222.237.131,2053,2053,true,SIN,Asia Pacific,Singapore,45,9.93
8.219.126.240,2083,2083,true,SIN,Asia Pacific,Singapore,97,9.93
8.219.106.156,2086,2086,false,SIN,Asia Pacific,Singapore,18,9.93
8.219.152.195,443,443,true,SIN,Asia Pacific,Singapore,64,9.92
8.219.55.31,2087,0,true,SIN,Asia Pacific,Singapore,2,9.92
8.217.251.62,80,80,false,HKG,Asia Pacific,Hong Kong,36,9.92
8.222.202.163,2052,2052,false,SIN,Asia Pacific,Singapore,47,9.92
8.218.52.115,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,9.92
47.74.5.150,2083,2083,true,NRT,Asia Pacific,Tokyo,125,9.91
47.245.41.169,8443,8443,true,NRT,Asia Pacific,Tokyo,81,9.91
8.222.224.163,2086,2086,false,SIN,Asia Pacific,Singapore,16,9.91
8.222.145.164,80,80,false,SIN,Asia Pacific,Singapore,8,9.91
8.222.212.172,8080,8080,false,SIN,Asia Pacific,Singapore,39,9.90
47.245.39.28,2052,2052,false,NRT,Asia Pacific,Tokyo,76,9.90
8.219.134.117,2082,2082,false,SIN,Asia Pacific,Singapore,23,9.90
8.219.213.112,8080,8080,false,SIN,Asia Pacific,Singapore,11,9.90
8.219.114.201,2053,2053,true,SIN,Asia Pacific,Singapore,45,9.90
47.245.41.69,2095,2095,false,NRT,Asia Pacific,Tokyo,82,9.90
8.222.214.231,443,443,true,SIN,Asia Pacific,Singapore,49,9.90
8.222.193.208,2096,2096,true,SIN,Asia Pacific,Singapore,60,9.89
8.219.73.21,2052,2052,false,SIN,Asia Pacific,Singapore,8,9.89
8.219.215.12,2096,2096,true,SIN,Asia Pacific,Singapore,60,9.89
47.236.87.206,443,443,true,SIN,Asia Pacific,Singapore,48,9.89
47.242.79.71,8880,8880,false,HKG,Asia Pacific,Hong Kong,70,9.89
8.222.229.102,2083,2083,true,SIN,Asia Pacific,Singapore,31,9.89
47.74.3.1,2082,2082,false,NRT,Asia Pacific,Tokyo,79,9.89
47.91.31.231,2095,2095,false,NRT,Asia Pacific,Tokyo,74,9.89
